id,Nome_KOI,Nome_Kepler,Disposicao_KOI,Pontuacao_KOI,Periodo_Orbital,Raio_Planeta,Temperatura_Equilibrio,Fluxo_Insolacao,Temperatura_Efetiva,Gravidade_Surface,Erro_Periodo_Orbital_+,Erro_Periodo_Orbital_-,Flag_Nao_Transito,Flag_Sinal_Secundario,Flag_Contaminacao,Flag_Contaminacao_Ecliptica
10797460,K00752.01,Kepler-227 b,CONFIRMED,1.0,9.48803557,2.26,793.0,93.59,3012.777777777778,4.467,2.775e-05,-2.775e-05,0,0,0,0
10797460,K00752.02,Kepler-227 c,CONFIRMED,0.969,54.4183827,2.83,443.0,9.11,3012.777777777778,4.467,0.0002479,-0.0002479,0,0,0,0
10811496,K00753.01,Kepler-7910 rr,CANDIDATE,0.0,19.89913995,14.6,638.0,39.3,3233.8888888888887,4.544,1.494e-05,-1.494e-05,0,0,0,0
10854555,K00755.01,Kepler-664 b,CONFIRMED,1.0,2.525591777,2.75,1406.0,926.16,3332.777777777778,4.438,3.761e-06,-3.761e-06,0,0,0,0
10872983,K00756.01,Kepler-228 d,CONFIRMED,1.0,11.09432054,3.9,835.0,114.81,3341.1111111111113,4.486,2.036e-05,-2.036e-05,0,0,0,0
10872983,K00756.02,Kepler-228 c,CONFIRMED,1.0,4.13443512,2.77,1160.0,427.65,3341.1111111111113,4.486,1.046e-05,-1.046e-05,0,0,0,0
10872983,K00756.03,Kepler-228 b,CONFIRMED,0.992,2.56658897,1.59,1360.0,807.74,3341.1111111111113,4.486,1.781e-05,-1.781e-05,0,0,0,0
10910878,K00757.01,Kepler-229 c,CONFIRMED,1.0,16.06864674,5.76,600.0,30.75,2777.222222222222,4.485,1.088e-05,-1.088e-05,0,0,0,0
11446443,K00001.01,Kepler-1 b,CONFIRMED,0.811,2.470613377,13.04,1339.0,761.46,3215.5555555555557,4.457,2.7e-08,-2.7e-08,0,0,0,0
10666592,K00002.01,Kepler-2 b,CONFIRMED,1.0,2.204735417,16.1,2048.0,4148.92,3560.0,4.019,4.3e-08,-4.3e-08,0,1,0,0
6922244,K00010.01,Kepler-8 b,CONFIRMED,0.998,3.522498429,14.59,1521.0,1264.67,3440.5555555555557,4.169,1.98e-07,-1.98e-07,0,0,0,0
10984090,K00112.02,Kepler-466 c,CONFIRMED,1.0,3.709214104,1.16,1206.0,500.46,3222.777777777778,4.407,6.536e-06,-6.536e-06,0,0,0,0
10526549,K00746.01,Kepler-660 b,CONFIRMED,1.0,9.27358173,2.47,649.0,41.85,2680.0,4.583,1.037e-05,-1.037e-05,0,0,0,0
10583066,K00747.01,Kepler-661 b,CONFIRMED,1.0,6.02930329,2.85,678.0,50.04,2502.777777777778,4.648,5.509e-06,-5.509e-06,0,0,0,0
10601284,K00749.01,Kepler-226 c,CONFIRMED,1.0,5.349553819,2.55,919.0,168.99,2862.777777777778,4.44,8.834e-06,-8.834e-06,0,0,0,0
10601284,K00749.02,Kepler-226 b,CONFIRMED,0.98,3.94105221,1.7,1018.0,253.15,2862.777777777778,4.44,1.094e-05,-1.094e-05,0,0,0,0
10601284,K00749.03,Kepler-226 d,CONFIRMED,0.971,8.10904807,1.3,800.0,97.03,2862.777777777778,4.44,6.787e-05,-6.787e-05,0,0,0,0
10662202,K00750.01,Kepler-662 b,CONFIRMED,1.0,21.67699193,2.95,530.0,18.64,2734.4444444444443,4.5,7.01e-05,-7.01e-05,0,0,0,0
10682541,K00751.01,Kepler-663 b,CONFIRMED,1.0,4.99677968,2.78,917.0,166.95,2948.3333333333335,4.552,1.389e-05,-1.389e-05,0,0,0,0
11460018,K00769.01,Kepler-671 b,CONFIRMED,1.0,4.280963604,2.3,1012.0,247.87,3117.777777777778,4.564,6.141e-06,-6.141e-06,0,0,0,0
11507101,K00773.01,Kepler-672 b,CONFIRMED,1.0,38.3775486,2.82,529.0,18.53,3027.222222222222,4.369,0.0001602,-0.0001602,0,0,0,0
10910878,K00757.02,Kepler-229 d,CONFIRMED,0.992,41.19725502,3.86,439.0,8.76,2777.222222222222,4.485,9.345e-05,-9.345e-05,0,0,0,0
10910878,K00757.03,Kepler-229 b,CONFIRMED,1.0,6.252962249,2.65,823.0,108.3,2777.222222222222,4.485,9.577e-06,-9.577e-06,0,0,0,0
10987985,K00758.01,Kepler-665 b,CONFIRMED,1.0,16.01308419,3.1,593.0,29.31,2768.3333333333335,4.499,4.854e-05,-4.854e-05,0,0,0,0
11018648,K00759.01,Kepler-230 b,CONFIRMED,1.0,32.62876672,3.36,506.0,15.55,3085.5555555555557,4.56,5.801e-05,-5.801e-05,0,0,0,0
11018648,K00759.02,Kepler-230 c,CONFIRMED,0.978,91.7732862,2.12,359.0,3.92,3085.5555555555557,4.56,0.0007518,-0.0007518,0,0,0,0
11138155,K00760.01,Kepler-1976 b,CONFIRMED,1.0,4.959319244,12.21,1103.0,349.4,3155.5555555555557,4.359,5.15e-07,-5.15e-07,0,0,0,0
11153539,K00762.01,Kepler-666 b,CONFIRMED,1.0,4.49876511,2.1,1133.0,389.62,3357.222222222222,4.486,1.777e-05,-1.777e-05,0,0,0,0
9579641,K00115.01,Kepler-105 b,CONFIRMED,1.0,5.412203927,2.94,1093.0,337.68,3192.777777777778,4.339,3.052e-06,-3.052e-06,0,0,0,0
11304958,K00764.01,Kepler-667 b,CONFIRMED,0.998,41.43958662,5.5,516.0,16.72,3020.0,4.367,7.557e-05,-7.557e-05,0,0,0,0
11391957,K00765.01,Kepler-668 b,CONFIRMED,1.0,8.35389523,2.52,790.0,91.9,3088.8888888888887,4.582,1.524e-05,-1.524e-05,0,0,0,0
11403044,K00766.01,Kepler-669 b,CONFIRMED,1.0,4.125543472,4.43,1243.0,565.35,3412.222222222222,4.417,3.133e-06,-3.133e-06,0,0,0,0
11414511,K00767.01,Kepler-670 b,CONFIRMED,1.0,2.816504904,12.21,1219.0,521.13,3055.5555555555557,4.452,1.65e-07,-1.65e-07,0,0,0,0
12110942,K00786.01,Kepler-680 b,CONFIRMED,1.0,3.689920099,1.89,1147.0,408.99,3248.8888888888887,4.518,8.982e-06,-8.982e-06,0,0,0,0
12366084,K00787.01,Kepler-232 b,CONFIRMED,1.0,4.431238488,3.25,1104.0,351.23,3156.6666666666665,4.428,6.106e-06,-6.106e-06,0,0,0,0
12366084,K00787.02,Kepler-232 c,CONFIRMED,1.0,11.37936986,3.95,806.0,99.68,3156.6666666666665,4.428,2.415e-05,-2.415e-05,0,0,0,0
12404086,K00788.01,Kepler-681 b,CONFIRMED,1.0,26.39432897,3.07,489.0,13.49,2831.6666666666665,4.595,5.724e-05,-5.724e-05,0,0,0,0
8395660,K00116.01,Kepler-106 c,CONFIRMED,1.0,13.57078281,2.64,785.0,89.61,3234.4444444444443,4.406,1.585e-05,-1.585e-05,0,0,0,0
9579641,K00115.02,Kepler-105 c,CONFIRMED,1.0,7.12594387,1.79,997.0,233.31,3192.777777777778,4.339,1.406e-05,-1.406e-05,0,0,0,0
11754553,K00775.01,Kepler-52 c,CONFIRMED,1.0,16.38489988,2.0,433.0,8.35,2274.4444444444443,4.661,5.219e-05,-5.219e-05,0,0,0,0
11754553,K00775.02,Kepler-52 b,CONFIRMED,1.0,7.8774163,2.16,553.0,22.18,2274.4444444444443,4.661,1.493e-05,-1.493e-05,0,0,0,0
11754553,K00775.03,Kepler-52 d,CONFIRMED,1.0,36.4454001,1.99,332.0,2.88,2274.4444444444443,4.661,0.0001809,-0.0001809,0,0,0,0
11812062,K00776.01,Kepler-673 b,CONFIRMED,1.0,3.728732147,6.02,1023.0,258.34,3036.1111111111113,4.577,9.36e-07,-9.36e-07,0,0,0,0
11818800,K00777.01,Kepler-2829 r,CANDIDATE,0.999,40.4195037,7.51,467.0,11.29,3007.777777777778,4.507,0.0001139,-0.0001139,0,0,0,0
11853255,K00778.01,Kepler-674 b,CONFIRMED,1.0,2.243380573,1.99,822.0,107.6,2287.222222222222,4.698,2.67e-06,-2.67e-06,0,0,0,0
11918099,K00780.01,Kepler-675 b,CONFIRMED,1.0,2.337437946,2.34,1070.0,311.16,2762.777777777778,4.595,1.951e-06,-1.951e-06,0,0,0,0
11918099,K00780.02,Kepler-9874 r,CANDIDATE,0.993,7.2406612,19.45,734.0,68.63,2762.777777777778,4.595,1.617e-05,-1.617e-05,0,0,0,0
9579641,K00115.03,Kepler-5963 r,CANDIDATE,0.871,3.43591631,0.55,1272.0,617.61,3192.777777777778,4.339,4.729e-05,-4.729e-05,0,0,0,0
11923270,K00781.01,Kepler-676 b,CONFIRMED,1.0,11.59822233,2.65,396.0,5.82,2031.111111111111,4.79,1.407e-05,-1.407e-05,0,0,0,0
11960862,K00782.01,Kepler-677 b,CONFIRMED,1.0,6.575315881,5.31,1015.0,251.38,3311.1111111111113,4.415,3.726e-06,-3.726e-06,0,0,0,0
12020329,K00783.01,Kepler-678 b,CONFIRMED,1.0,7.275040844,4.86,833.0,113.64,3029.4444444444443,4.556,4.677e-06,-4.677e-06,0,0,0,0
12066335,K00784.01,Kepler-231 c,CONFIRMED,1.0,19.27153892,1.93,393.0,5.66,2247.222222222222,4.702,4.145e-05,-4.145e-05,0,0,0,0
12066335,K00784.02,Kepler-231 b,CONFIRMED,1.0,10.06524317,1.91,488.0,13.43,2247.222222222222,4.702,1.49e-05,-1.49e-05,0,0,0,0
12070811,K00785.01,Kepler-679 b,CONFIRMED,1.0,12.3935651,2.66,677.0,49.68,3069.4444444444443,4.603,3.932e-05,-3.932e-05,0,0,0,0
8395660,K00116.02,Kepler-106 e,CONFIRMED,0.998,43.84439721,2.87,531.0,18.77,3234.4444444444443,4.406,9.613e-05,-9.613e-05,0,0,0,0
3342970,K00800.01,Kepler-234 b,CONFIRMED,1.0,2.711504086,3.12,1420.0,960.79,3434.4444444444443,4.442,3.8e-06,-3.8e-06,0,0,0,0
3342970,K00800.02,Kepler-234 c,CONFIRMED,1.0,7.21203748,3.32,1025.0,260.58,3434.4444444444443,4.442,1.553e-05,-1.553e-05,0,0,0,0
12470844,K00790.01,Kepler-233 b,CONFIRMED,1.0,8.47237911,2.59,751.0,75.44,2956.6666666666665,4.587,1.56e-05,-1.56e-05,0,0,0,0
12470844,K00790.02,Kepler-233 c,CONFIRMED,0.989,60.4189369,2.36,390.0,5.49,2956.6666666666665,4.587,0.0005043,-0.0005043,0,0,0,0
12644822,K00791.01,Kepler-682 b,CONFIRMED,1.0,12.611904345,7.4,753.0,76.15,3201.6666666666665,4.508,6.65e-06,-6.65e-06,0,0,0,0
2713049,K00794.01,Kepler-683 b,CONFIRMED,1.0,2.539183147,2.06,1332.0,743.09,3048.3333333333335,4.35,5.073e-06,-5.073e-06,0,0,0,0
3114167,K00795.01,Kepler-684 b,CONFIRMED,1.0,6.770300385,2.77,812.0,102.87,3122.777777777778,4.656,9.537e-06,-9.537e-06,0,0,0,0
3115833,K00797.01,Kepler-9162 r,CANDIDATE,1.0,10.181584004,7.73,812.0,102.91,3308.8888888888887,4.541,6.188e-06,-6.188e-06,0,0,0,0
4139816,K00812.02,Kepler-235 d,CONFIRMED,1.0,20.06036336,1.96,361.0,4.0,2176.6666666666665,4.754,5.839e-05,-5.839e-05,0,0,0,0
4139816,K00812.03,Kepler-235 e,CONFIRMED,1.0,46.1842039,1.83,273.0,1.32,2176.6666666666665,4.754,0.0002654,-0.0002654,0,0,0,0
8395660,K00116.04,Kepler-106 d,CONFIRMED,0.952,23.9800854,1.31,649.0,41.94,3234.4444444444443,4.406,0.0002003,-0.0002003,0,0,0,0
4139816,K00812.04,Kepler-235 c,CONFIRMED,0.994,7.82502168,1.2,494.0,14.05,2176.6666666666665,4.754,3.89e-05,-3.89e-05,0,0,0,0
4275191,K00813.01,Kepler-688 b,CONFIRMED,1.0,3.895936525,7.34,1005.0,241.62,3069.4444444444443,4.592,7.71e-07,-7.71e-07,0,0,0,0
4476123,K00814.01,Kepler-689 b,CONFIRMED,0.999,22.36646466,2.32,536.0,19.45,2979.4444444444443,4.615,9.761e-05,-9.761e-05,0,0,0,0
3351888,K00801.01,Kepler-685 b,CONFIRMED,1.0,1.625522174,9.73,1579.0,1467.41,3059.4444444444443,4.322,1.58e-07,-1.58e-07,0,0,0,0
3453214,K00802.01,Kepler-8158 r,CANDIDATE,1.0,19.620346923,13.6,643.0,40.39,3154.4444444444443,4.492,3.73e-06,-3.73e-06,0,0,0,0
3641726,K00804.01,Kepler-1727 b,CONFIRMED,1.0,9.02930689,2.57,757.0,77.75,2953.8888888888887,4.526,1.648e-05,-1.648e-05,0,0,0,0
3832474,K00806.01,Kepler-30 d,CONFIRMED,1.0,143.2063047,8.9,308.0,2.14,3029.4444444444443,4.556,0.0002348,-0.0002348,0,0,0,0
8395660,K00116.03,Kepler-106 b,CONFIRMED,0.95,6.164876,0.79,1021.0,256.35,3234.4444444444443,4.406,4.635e-05,-4.635e-05,0,0,0,0
3832474,K00806.02,Kepler-30 c,CONFIRMED,0.745,60.32494216,12.19,411.0,6.77,3029.4444444444443,4.556,3.207e-05,-3.207e-05,0,0,0,0
3935914,K00809.01,Kepler-686 b,CONFIRMED,1.0,1.594745374,11.3,1539.0,1329.42,3278.8888888888887,4.491,1.13e-07,-1.13e-07,0,0,0,0
3940418,K00810.01,Kepler-1728 b,CONFIRMED,1.0,4.783002698,2.5,886.0,145.48,2854.4444444444443,4.574,5.432e-06,-5.432e-06,0,0,0,0
4049131,K00811.01,Kepler-687 b,CONFIRMED,1.0,20.50588921,3.41,518.0,17.06,2707.222222222222,4.544,3.206e-05,-3.206e-05,0,0,0,0
4139816,K00812.01,Kepler-235 b,CONFIRMED,1.0,3.340218842,2.03,656.0,43.73,2176.6666666666665,4.754,3.177e-06,-3.177e-06,0,0,0,0
5358241,K00829.01,Kepler-53 b,CONFIRMED,1.0,18.64932728,3.12,701.0,57.13,3190.5555555555557,4.405,5.202e-05,-5.202e-05,0,0,0,0
10875245,K00117.02,Kepler-107 c,CONFIRMED,1.0,4.90144976,1.7,1262.0,598.74,3230.5555555555557,4.191,1.07e-05,-1.07e-05,0,0,0,0
5358241,K00829.02,Kepler-53 d,CONFIRMED,0.998,9.75192101,2.76,870.0,135.66,3190.5555555555557,4.405,4.829e-05,-4.829e-05,0,0,0,0
5358241,K00829.03,Kepler-53 c,CONFIRMED,1.0,38.5576546,4.02,550.0,21.71,3190.5555555555557,4.405,0.0001765,-0.0001765,0,0,0,0
5358624,K00830.01,Kepler-428 b,CONFIRMED,0.99,3.525632539,11.58,975.0,213.12,2843.3333333333335,4.572,1.5e-07,-1.5e-07,0,0,0,0
4544670,K00815.01,Kepler-5606 r,CANDIDATE,1.0,34.84398644,7.61,511.0,16.1,3042.777777777778,4.482,4.036e-05,-4.036e-05,0,0,0,0
4664847,K00816.01,Kepler-690 b,CONFIRMED,1.0,7.748094239,5.52,964.0,204.39,3300.5555555555557,4.439,7.553e-06,-7.553e-06,0,0,0,0
4725681,K00817.01,Kepler-236 c,CONFIRMED,1.0,23.96793669,1.8,329.0,2.77,2063.8888888888887,4.728,9.249e-05,-9.249e-05,0,0,0,0
4725681,K00817.02,Kepler-236 b,CONFIRMED,0.995,8.29561738,1.82,469.0,11.39,2063.8888888888887,4.728,2.368e-05,-2.368e-05,0,0,0,0
4913852,K00818.01,Kepler-691 b,CONFIRMED,1.0,8.11437482,2.1,460.0,10.55,2033.3333333333333,4.753,1.092e-05,-1.092e-05,0,0,0,0
4936180,K00820.01,Kepler-9526 rr,CANDIDATE,0.0,4.64090031,30.09,1155.0,421.08,3572.777777777778,4.5,1.485e-05,-1.485e-05,0,0,0,0
10875245,K00117.01,Kepler-107 e,CONFIRMED,0.992,14.74914825,2.89,874.0,137.91,3230.5555555555557,4.191,2.174e-05,-2.174e-05,0,0,0,0
5021899,K00821.01,Kepler-692 b,CONFIRMED,1.0,21.81295996,3.38,639.0,39.33,3093.8888888888887,4.41,7.229e-05,-7.229e-05,0,0,0,0
5164255,K00824.01,Kepler-693 b,CONFIRMED,1.0,15.37562369,11.01,600.0,30.54,2752.222222222222,4.496,1.017e-05,-1.017e-05,0,0,0,0
5252423,K00825.01,Kepler-237 c,CONFIRMED,1.0,8.10363271,2.11,687.0,52.82,2682.777777777778,4.574,2.032e-05,-2.032e-05,0,0,0,0
5252423,K00825.02,Kepler-237 b,CONFIRMED,1.0,4.71510843,1.46,823.0,108.84,2682.777777777778,4.574,1.941e-05,-1.941e-05,0,0,0,0
5272878,K00826.01,Kepler-694 b,CONFIRMED,1.0,6.365839713,2.44,914.0,165.33,3191.1111111111113,4.554,8.06e-06,-8.06e-06,0,0,0,0
5651104,K00840.01,Kepler-695 b,CONFIRMED,1.0,3.04033046,8.99,1021.0,257.29,2779.4444444444443,4.519,3.37e-07,-3.37e-07,0,0,0,0
5792202,K00841.01,Kepler-27 b,CONFIRMED,1.0,15.33528675,5.0,610.0,32.67,2899.4444444444443,4.581,1.989e-05,-1.989e-05,0,0,0,0
10875245,K00117.04,Kepler-107 d,CONFIRMED,0.998,7.95825328,1.06,1074.0,314.15,3230.5555555555557,4.191,7.673e-05,-7.673e-05,0,0,0,0
5792202,K00841.02,Kepler-27 c,CONFIRMED,1.0,31.33046135,6.5,481.0,12.61,2899.4444444444443,4.581,3.977e-05,-3.977e-05,0,0,0,0
5436502,K00834.01,Kepler-238 e,CONFIRMED,0.999,23.65369415,7.89,731.0,67.65,3170.5555555555557,4.191,1.748e-05,-1.748e-05,0,0,0,0
5436502,K00834.02,Kepler-238 d,CONFIRMED,0.996,13.23352214,3.06,888.0,146.67,3170.5555555555557,4.191,4.503e-05,-4.503e-05,0,0,0,0
5436502,K00834.03,Kepler-238 c,CONFIRMED,0.997,6.15560285,2.32,1146.0,406.94,3170.5555555555557,4.191,2.704e-05,-2.704e-05,0,0,0,0
5436502,K00834.04,Kepler-238 b,CONFIRMED,1.0,2.090811305,1.62,1642.0,1718.04,3170.5555555555557,4.191,9.571e-06,-9.571e-06,0,0,0,0
10875245,K00117.03,Kepler-107 b,CONFIRMED,0.995,3.180027898,1.53,1458.0,1066.86,3230.5555555555557,4.191,7.278e-06,-7.278e-06,0,0,0,0
5436502,K00834.05,Kepler-238 f,CONFIRMED,0.989,50.4467417,2.67,568.0,24.64,3170.5555555555557,4.191,0.0006505,-0.0006505,0,0,0,0
5456651,K00835.01,Kepler-239 b,CONFIRMED,1.0,11.76307164,2.35,616.0,33.99,2737.222222222222,4.603,2.035e-05,-2.035e-05,0,0,0,0
5456651,K00835.02,Kepler-239 c,CONFIRMED,0.878,56.2279271,2.37,366.0,4.22,2737.222222222222,4.603,0.0003134,-0.0003134,0,0,0,0
5531576,K00837.01,Kepler-240 c,CONFIRMED,1.0,7.953547,2.25,696.0,55.37,2631.1111111111113,4.536,1.91e-05,-1.91e-05,0,0,0,0
5531576,K00837.02,Kepler-240 b,CONFIRMED,1.0,4.14451656,1.48,864.0,132.08,2631.1111111111113,4.536,1.44e-05,-1.44e-05,0,0,0,0
6291653,K00850.01,Kepler-702 b,CONFIRMED,0.999,10.526294577,8.24,713.0,61.16,2974.4444444444443,4.553,1.783e-06,-1.783e-06,0,0,0,0
6392727,K00851.01,Kepler-703 b,CONFIRMED,1.0,4.583520948,5.39,1038.0,274.98,3212.777777777778,4.54,4.18e-06,-4.18e-06,0,0,0,0
6422070,K00852.01,Kepler-704 b,CONFIRMED,0.876,3.76181843,2.66,1121.0,372.62,3122.777777777778,4.472,1.14e-05,-1.14e-05,0,0,0,0
6428700,K00853.01,Kepler-242 b,CONFIRMED,1.0,8.20396958,3.01,742.0,71.5,2768.3333333333335,4.499,1.488e-05,-1.488e-05,0,0,0,0
6428700,K00853.02,Kepler-242 c,CONFIRMED,1.0,14.49645186,3.01,613.0,33.48,2768.3333333333335,4.499,6.36e-05,-6.36e-05,0,0,0,0
5792202,K00841.03,Kepler-27 d,CONFIRMED,1.0,6.54626149,2.19,810.0,101.78,2899.4444444444443,4.581,2.668e-05,-2.668e-05,0,0,0,0
5794379,K00842.01,Kepler-241 b,CONFIRMED,1.0,12.71809866,2.31,562.0,23.6,2594.4444444444443,4.592,2.324e-05,-2.324e-05,0,0,0,0
5794379,K00842.02,Kepler-241 c,CONFIRMED,0.999,36.06588163,2.64,397.0,5.88,2594.4444444444443,4.592,8.305e-05,-8.305e-05,0,0,0,0
5881688,K00843.01,Kepler-696 b,CONFIRMED,1.0,4.190425659,6.21,1234.0,547.9,3356.1111111111113,4.392,1.611e-06,-1.611e-06,0,0,0,0
6022556,K00844.01,Kepler-697 b,CONFIRMED,1.0,3.709870784,4.35,1151.0,415.1,3163.8888888888887,4.463,3.043e-06,-3.043e-06,0,0,0,0
6032497,K00845.01,Kepler-698 b,CONFIRMED,1.0,16.3297527,3.75,727.0,66.08,3247.777777777778,4.444,3.611e-05,-3.611e-05,0,0,0,0
6061119,K00846.01,Kepler-699 b,CONFIRMED,0.985,27.807566216,13.84,554.0,22.24,3238.8888888888887,4.584,4.747e-06,-4.747e-06,0,0,0,0
6191521,K00847.01,Kepler-700 b,CONFIRMED,0.942,80.8723469,7.59,452.0,9.88,3043.3333333333335,4.222,0.0001468,-0.0001468,0,0,0,0
3531558,K00118.01,Kepler-467 b,CONFIRMED,0.912,24.99324319,2.29,712.0,60.88,3158.8888888888887,4.181,6.127e-05,-6.127e-05,0,0,0,0
6276477,K00849.01,Kepler-701 b,CONFIRMED,1.0,10.35533116,2.47,777.0,86.22,3038.3333333333335,4.462,2.087e-05,-2.087e-05,0,0,0,0
6863998,K00867.01,Kepler-709 b,CONFIRMED,1.0,16.08518937,3.68,613.0,33.43,2892.777777777778,4.523,3.022e-05,-3.022e-05,0,0,0,0
6867155,K00868.01,Kepler-9674 r,CANDIDATE,0.998,235.9986399,10.59,188.0,0.29,2340.5555555555557,4.627,0.0002773,-0.0002773,0,0,0,0
6948054,K00869.01,Kepler-245 b,CONFIRMED,1.0,7.49018305,2.56,753.0,76.06,2817.222222222222,4.562,1.181e-05,-1.181e-05,0,0,0,0
6948054,K00869.02,Kepler-245 d,CONFIRMED,1.0,36.2761238,3.03,445.0,9.29,2817.222222222222,4.562,0.0001055,-0.0001055,0,0,0,0
6948054,K00869.03,Kepler-245 c,CONFIRMED,1.0,17.46087931,2.32,568.0,24.6,2817.222222222222,4.562,5.278e-05,-5.278e-05,0,0,0,0
6435936,K00854.01,Kepler-705 b,CONFIRMED,0.996,56.0560754,1.94,233.0,0.69,1978.3333333333333,4.757,0.0002753,-0.0002753,0,0,0,0
6522242,K00855.01,Kepler-706 b,CONFIRMED,0.974,41.408316686,11.38,453.0,9.93,3050.0,4.586,6.58e-06,-6.58e-06,0,0,0,0
6526710,K00856.01,Kepler-7094 r,CANDIDATE,0.994,39.74893077,14.21,552.0,21.87,3383.3333333333335,4.487,1.554e-05,-1.554e-05,0,0,0,0
6587280,K00857.01,Kepler-243 b,CONFIRMED,1.0,5.715425977,2.47,850.0,123.03,2891.6666666666665,4.572,7.779e-06,-7.779e-06,0,0,0,0
9471974,K00119.01,Kepler-108 b,CONFIRMED,0.959,49.18394185,8.2,669.0,47.4,3107.777777777778,3.907,2.475e-05,-2.475e-05,0,0,0,0
6587280,K00857.02,Kepler-243 c,CONFIRMED,0.994,20.0261412,2.28,559.0,23.14,2891.6666666666665,4.572,0.0001272,-0.0001272,0,0,0,0
6599919,K00858.01,Kepler-4474 rr,CANDIDATE,0.0,13.61014819,19.02,733.0,68.29,3147.222222222222,4.46,5.969e-06,-5.969e-06,0,0,0,0
6685526,K00861.01,Kepler-707 b,CONFIRMED,1.0,2.237489571,1.41,1160.0,427.17,2907.222222222222,4.58,5.022e-06,-5.022e-06,0,0,0,0
6784235,K00863.01,Kepler-708 b,CONFIRMED,1.0,3.167893418,2.62,1221.0,526.23,3257.222222222222,4.503,3.869e-06,-3.869e-06,0,0,0,0
6849310,K00864.01,Kepler-244 b,CONFIRMED,1.0,4.311780262,3.11,1038.0,274.84,3052.777777777778,4.484,4.342e-06,-4.342e-06,0,0,0,0
6849310,K00864.02,Kepler-244 d,CONFIRMED,1.0,20.0504494,2.69,622.0,35.44,3052.777777777778,4.484,8.826e-05,-8.826e-05,0,0,0,0
6849310,K00864.03,Kepler-244 c,CONFIRMED,1.0,9.76734503,2.67,791.0,92.46,3052.777777777778,4.484,3.052e-05,-3.052e-05,0,0,0,0
6862328,K00865.01,Kepler-4820 rr,CANDIDATE,1.0,119.0207044,8.98,366.0,4.25,3011.6666666666665,4.342,0.0001179,-0.0001179,0,0,0,0
9471974,K00119.02,Kepler-108 c,CONFIRMED,0.987,190.3200468,7.78,426.0,7.8,3107.777777777778,3.907,0.0005327,-0.0005327,0,0,0,0
7366258,K00880.01,Kepler-82 b,CONFIRMED,1.0,26.44439337,3.91,562.0,23.54,2997.222222222222,4.463,3.65e-05,-3.65e-05,0,0,0,0
7366258,K00880.02,Kepler-82 c,CONFIRMED,0.983,51.53997972,5.51,450.0,9.67,2997.222222222222,4.463,5.613e-05,-5.613e-05,0,0,0,0
7366258,K00880.03,Kepler-82 e,CONFIRMED,1.0,5.902245782,2.43,926.0,173.74,2997.222222222222,4.463,7.373e-06,-7.373e-06,0,0,0,0
7366258,K00880.04,Kepler-82 d,CONFIRMED,1.0,2.382951591,1.86,1253.0,583.01,2997.222222222222,4.463,2.808e-06,-2.808e-06,0,0,0,0
7373451,K00881.01,Kepler-712 b,CONFIRMED,1.0,21.02250608,3.07,521.0,17.48,2797.222222222222,4.585,4.091e-05,-4.091e-05,0,0,0,0
6948054,K00869.04,Kepler-245 e,CONFIRMED,1.0,3.219814777,1.69,998.0,234.93,2817.222222222222,4.562,5.531e-06,-5.531e-06,0,0,0,0
6949607,K00870.01,Kepler-28 b,CONFIRMED,1.0,5.912273234,1.73,585.0,27.72,2244.4444444444443,4.696,7.039e-06,-7.039e-06,0,0,0,0
6949607,K00870.02,Kepler-28 c,CONFIRMED,1.0,8.98581901,1.65,509.0,15.9,2244.4444444444443,4.696,1.437e-05,-1.437e-05,0,0,0,0
7031517,K00871.01,Kepler-5297 rr,CANDIDATE,0.0,12.940668656,22.94,723.0,64.64,3246.1111111111113,4.572,3.352e-06,-3.352e-06,0,0,0,0
7109675,K00872.01,Kepler-46 b,CONFIRMED,1.0,33.60123371,8.46,495.0,14.22,2842.777777777778,4.447,1.767e-05,-1.767e-05,0,0,0,0
7109675,K00872.02,Kepler-46 d,CONFIRMED,1.0,6.76652928,1.97,845.0,120.48,2842.777777777778,4.447,1.577e-05,-1.577e-05,0,0,0,0
7118364,K00873.01,Kepler-710 b,CONFIRMED,1.0,4.347288783,2.36,1174.0,449.79,3178.8888888888887,4.345,8.512e-06,-8.512e-06,0,0,0,0
7134976,K00874.01,Kepler-246 b,CONFIRMED,1.0,4.601811819,2.35,896.0,152.91,2752.222222222222,4.496,6.168e-06,-6.168e-06,0,0,0,0
7134976,K00874.02,Kepler-246 c,CONFIRMED,0.997,11.18719905,1.55,667.0,46.65,2752.222222222222,4.496,5.331e-05,-5.331e-05,0,0,0,0
7135852,K00875.01,Kepler-1729 b,CONFIRMED,1.0,4.220965778,2.62,595.0,29.68,2113.8888888888887,4.747,2.584e-06,-2.584e-06,0,0,0,0
7287995,K00877.01,Kepler-81 b,CONFIRMED,1.0,5.95489993,2.33,635.0,38.52,2349.4444444444443,4.641,5.482e-06,-5.482e-06,0,0,0,0
7287995,K00877.02,Kepler-81 c,CONFIRMED,1.0,12.03987488,2.18,502.0,15.06,2349.4444444444443,4.641,1.825e-05,-1.825e-05,0,0,0,0
7287995,K00877.03,Kepler-81 d,CONFIRMED,0.998,20.83762895,1.42,418.0,7.24,2349.4444444444443,4.641,9.65e-05,-9.65e-05,0,0,0,0
7303253,K00878.01,Kepler-711 b,CONFIRMED,1.0,23.58917143,3.16,487.0,13.34,2715.0,4.566,5.786e-05,-5.786e-05,0,0,0,0
